Company,City,Country,Industry,Investor,Last Valuation,Unicorn
Silk Therapeutics,Medford,United States,Beauty,Lear Corporation,150000000,0
RStor,Saratoga,United States,Cloud Computing,Cisco Investments,150000000,0
Operator,San Francisco,United States,E-Commerce,Greylock,150000000,0
Vibenomics,Fishers,United States,Advertising,Panoramic Ventures,150000000,0
Rally,New York,United States,Collectibles,Relay Ventures,150000000,0
LENZ Therapeutics,Coronado,United States,Medical,RA Capital Management,150000000,0
OPĀQ,Herndon,United States,Computer,Zero Gravity,150000000,0
Canndescent,Santa Barbara,United States,Cannabis,Merida Capital Holdings,150000000,0
VICIS,Seattle,United States,Manufacturing,National Football League - (NFL),150000000,0
Knightscope,Mountain View,United States,Artificial Intelligence,SeedInvest,150000000,0
Fortis Therapeutics,La Jolla,United States,Biotechnology,Vivo Capital,150000000,0
CafeX Communications,New York,United States,Collaboration,Rakuten,150000000,0
Bond Collective,New York,United States,Coworking,,150000000,0
Lumos Pharma,Austin,United States,Biopharma,New Enterprise Associates,150000000,0
Sermonix Pharmaceuticals,Columbus,United States,Biopharma,Perceptive Advisors,150000000,0
Esusu,New York,United States,Fintech,Next Play Ventures,1000000000,1
Fever Labs,New York,United States,Internet software & services,Accel,1000000000,1
Minio,Palo Alto,United States,Data management & analytics,General Catalyst,1000000000,1
Darwinbox,Hyderabad,India,Internet software & services,Lightspeed India Partners,1000000000,1
Pentera,Petah Tikva,Israel,Cybersecurity ,AWZ Ventures,1000000000,1
Placer.ai,Los Altos,United States,Artificial intelligence,Fifth Wall Ventures,1000000000,1
CAIS,New York,United States,Fintech,Franklin Templeton,1100000000,1
Chief,New York,United States,Other,General Catalyst,1100000000,1
Ankorstore,Paris,France,E-commerce & direct-to-consumer,Global Founders Capital,1980000000,1
Unstoppable Domains,Las Vegas,United States,Internet software & services,Boost VC,1000000000,1
SingleStore,San Francisco,United States,Data management & analytics,Google Ventures,1000000000,1
VulcanForms,Burlington,United States,"Supply chain, logistics, & delivery",Eclipse Ventures,1000000000,1
LeadSquared,Bengaluru,India,Internet software & services,Gaja Capital Partners,1000000000,1
Vayyar,Yehud,Israel,Hardware,Battery Ventures,1000000000,1
JupiterOne,Morrisville,United States,Cybersecurity,Bain Capital Ventures,1000000000,1
CareBridge,Nashville,United States,Health,Bain Capital Ventures,1000000000,1
Glean,Palo Alto,United States,Internet software & services,General Catalyst,1000000000,1
Habi,Bogota,Colombia,Fintech,Homebrew,1000000000,1
Remarkable,Oslo,Norway,Internet software & services,Spark Capital,1000000000,1
Opn,Tokyo,Japan,Fintech,Sinar Mas Digital Ventures,1000000000,1
Polarium,Kista,Sweden,Other,AMF Pensionsforsakring,1000000000,1
Open,Bengaluru,India,Fintech,3one4 Capital Partners,1000000000,1
Taxfix,Berlin,Germany,Fintech,Valar Ventures,1000000000,1
Divergent 3D,Torrance,United States,Auto & transportation,Hedosophia,1000000000,1
Factorial,Barcelona,Spain,Internet software & services,K Fund,1000000000,1
Instabox,Stockholm,Sweden,"Supply chain, logistics, & delivery",Creades,1000000000,1
Oyster,Wilmington,United States,Fintech,Emergence Capital,1000000000,1
Grover,Berlin,Germany,E-commerce & direct-to-consumer,Varengold Bank,1000000000,1
BostonGene,Waltham,United States,Health,Japan Industrial Partners,1000000000,1
LayerZero Labs,New York,United States,Internet software & services,Andreessen Horowitz,1000000000,1
FLASH,Austin,United States,Fintech,L Catterton,1000000000,1
Tarana Wireless,Milpitas,United States,Mobile & telecommunications,Prime Movers Lab,1000000000,1
RapidAPI,San Francisco,United States,Internet software & services,Green Bay Ventures,1000000000,1
CommerceIQ,Palo Alto,United States,Artificial Intelligence,Trinity Ventures,1000000000,1
Glia,New York,United States,Fintech,Wildcat Capital Management,1000000000,1
Amagi,Bengaluru,India,Internet software & services,Mayfield,1000000000,1
Aptos,Palo Alto,United States,Internet software & services,Andreessen Horowitz,1000000000,1
Gauntlet Networks,New York,United States,Fintech,Polychain Capital,1000000000,1
Vendr,Boston,United States,Fintech,Craft Ventures,1000000000,1
Veev,San Mateo,United States,Internet software & services,Zeev Ventures,1000000000,1
Omada Health,San Francisco,United States,Health,U.S. Venture Partners,1000000000,1
Scalapay,Milan,Italy,Fintech,Fasanara Capital,1000000000,1
Hasura,Bengaluru,India,Internet software & services,Nexus Venture Partners,1000000000,1
CHEQ,New York,United States,Cybersecurity ,Battery Ventures,1000000000,1
Axelar,Waterloo,Canada,Internet software & services,Lemniscap VC,1000000000,1
Watershed,San Francisco,United States,Internet software & services,Kleiner Perkins Caufield & Byers,1000000000,1
Payhawk,London,United Kingdom,Fintech,Earlybird Venture Capital,1000000000,1
Scandit,Zurich,Switzerland,"Supply chain, logistics, & delivery",Atomico,1000000000,1
Dune Analytics,Oslo,Norway,Data management & analytics,Multicoin Capital,1000000000,1
Betterfly,Santiago,Chile,Artificial intelligence,QED Investors,1000000000,1
Assent,Ottawa,Canada,"Supply chain, logistics, & delivery",Vista Equity Partners,1000000000,1
Fractal Analytics,Mumbai,India,Data management & analytics,TPG Capital,1000000000,1
Zebec,San Francisco,United States,Fintech,Resolute Ventures,1000000000,1
Perimeter 81,Tel Aviv,Israel,Cybersecurity,Insight Partners,1000000000,1
TransferMate,Kilkenny,Ireland,Fintech,Railway Pension Trustee Co. Ltd.,1000000000,1
EcoVadis,Paris,France,"Supply chain, logistics, & delivery",Astorg Partners,1000000000,1
Turntide Technologies,Sunnyvale,United States,Auto & transportation,Meson Capital Partners,1000000000,1
Satispay,Milan,Italy,Fintech,Lightrock,1000000000,1
Vesttoo,Tel Aviv-Yafo,Israel,Fintech,Mouro Capital,1000000000,1
Stability AI,London,United Kingdom,Internet software & services,Lightspeed Venture Partners,1000000000,1
Celestia,Vaduz,Liechtenstein,Internet software & services,Placeholder Capital,1000000000,1
LINE MAN Wongnai,Bangkok,Thailand,E-commerce & direct-to-consumer,BRV Capital Management,1000000000,1
Flow,New York,United States,Fintech,Andreessen Horowitz,1000000000,1
0x,San Francisco,United States,Fintech,Jump Capital,1050000000,1
Cirkul,Sarasota,United States,Consumer & retail,AF Ventures,1070000000,1
Purplle,Mumbai,India,E-commerce & direct-to-consumer,Blume Ventures,1100000000,1
Recover,Banyeres de Mariola,Spain,Other,Goldman Sachs Asset Management,1100000000,1
PhysicsWallah,Uttar Pradesh,India,Edtech,GSV Ventures,1100000000,1
Material Security,Redwood City,United States,Cybersecurity,Andreessen Horowitz,1100000000,1
Imply Data,Burlingame,United States,Data management & analytics,Andreessen Horowitz,1100000000,1
Teleport,Oakland,United States,Cybersecurity,Kleiner Perkins Caufield & Byers,1100000000,1
Staffbase,Chemnitz,Germany,Internet software & services,Insight Partners,1100000000,1
Beyond Identity,New York,United States,Cybersecurity,New Enterprise Associates,1100000000,1
eSentire,Waterloo,Canada,Cybersecurity,Edison Partners,1100000000,1
LEAD School,Andheri,India,Edtech,WestBridge Capital,1100000000,1
Nowports,Monterrey,Mexico,"Supply chain, logistics, & delivery", Monashees+,1100000000,1
Caribou,Denver,United States,Fintech, CMFG Ventures,1100000000,1
Wasabi,Boston,United States,Internet software & services,Forestay Capital,1100000000,1
Invoca,Santa Barbara,United States,Artificial intelligence,Upfront Ventures,1100000000,1
DANA,Jakarta,Indonesia,Fintech,Ant Group,1130000000,1
Happy Money,Tustin,United States,Fintech,FirstMark Capital,1150000000,1
SOURCE Global,Scottsdale,United States,Other,Breakthrough Energy Ventures,1160000000,1
Swiftly,Seattle,United States,Mobile & telecommunications,Mendacre,1200000000,1
Spectrum Medical,Gloucester,United Kingdom,Health,CVC Capital Partners,1200000000,1
stori,Juarez,Mexico,Fintech,Vision Plus Capital,1200000000,1
Unit,New York,United States,Fintech,Accel,1200000000,1
Viz.ai,San Francisco,United States,Artificial Intelligence,Kleiner Perkins Caufield & Byers,1200000000,1
Choco,Berlin,Germany,E-commerce & direct-to-consumer,Bessemer Venture Partners,1200000000,1
Nova Labs,San Francisco,United States,Internet software & services,FirstMark Capital,1200000000,1
Xpressbees,Pune,India,"Supply chain, logistics, & delivery",Norwest Venture Partners,1200000000,1
LivSpace,Bengaluru,India,E-commerce & direct-to-consumer,Jungle Ventures,1200000000,1
Phantom,San Francisco,United States,Fintech,Paradigm,1200000000,1
BigPanda,Mountain View,United States,Artificial intelligence,Advent International,1200000000,1
SeekOut,Bellevue,United States,Internet software & services,Mayfield,1200000000,1
Zip,San Francisco,United States,Fintech,\tCRV,1200000000,1
Insider,Istanbul,Turkey,Internet software & services,Wamda Capital,1220000000,1
SeatGeek,New York,United States,E-commerce & direct-to-consumer,Accel,1240000000,1
ClassDojo,San Francisco,United States,Edtech,General Catalyst,1250000000,1
airSlate,Brookline,United States,Internet software & services,G Squared,1250000000,1
Talos,New York,United States,Fintech,Castle Island Ventures,1250000000,1
CaptivateIQ,San Francisco,United States,Fintech,Sequoia Capital,1250000000,1
Route,Lehi,United States,"Supply chain, logistics, & delivery",Madrona Venture Group,1250000000,1
Flipdish,Dublin,Ireland,Internet software & services,Tencent Holdings,1250000000,1
JMGO,Shenzhen,China,Hardware,IDG Capital,1260000000,1
Greater Bay Technology,Guangzhou,China,Hardware,Tencent Holdings,1260000000,1
Equashield,Port Washington,United States,Health,Nordic Capital,1300000000,1
Optibus,Tel Aviv,Israel,"Supply chain, logistics, & delivery",Bessemer Venture Partners,1300000000,1
Biofourmis,Boston,United States,Health,General Atlantic,1300000000,1
Clipboard Health,San Francisco,United States,Internet software & services,Caffeinated Capital,1300000000,1
Island,Dallas,United States,Internet software & services,Insight Partners,1300000000,1
LinkTree,Melbourne,Australia,Internet software & services,AirTree Ventures,1300000000,1
CredAvenue,Chennai,India,Fintech,Insight Partners,1300000000,1
CoinTracker,San Francisco,United States,Fintech,Initialized Capital,1300000000,1
Domestika,Berkeley,United States,Internet software & services,Zeev Ventures,1300000000,1
iTrustCapital,Long Beach,United States,Fintech,Left Lane Capital,1300000000,1
TravelPerk,Barcelona,Spain,Travel,LocalGlobe,1300000000,1
Lukka,New York,United States,Fintech,Liberty City Ventures,1300000000,1
Shiprocket,New Delhi,India,"Supply chain, logistics, & delivery",Bertelsmann India Investments,1300000000,1
Athletic Greens,New York,United States,Health,SC.Holdings,1320000000,1
RIDI,Seoul,South Korea,E-commerce & direct-to-consumer,Atinum Investment,1330000000,1
Jaguar Microsystems,Shenzhen,China,Hardware,Tencent Holdings,1340000000,1
Epirus,Hawthorne,United States,Other,8VC,1350000000,1
Movable Ink,New York,United States,Internet software & services,Contour Venture Partners,1360000000,1
Neon,Sao Paulo,Brazil,Fintech,Propel Venture Partners,1380000000,1
Nimble Rx,Redwood City,United States,Health,Sequoia Capital,1400000000,1
Tripledot,London,United Kingdom,Mobile & telecommunications,Lightspeed Venture Partners,1400000000,1
Salt Security,Palo Alto,United States,Cybersecurity,Y Combinator,1400000000,1
OneCard,Pune,India,Fintech,Sequoia Capital India,1400000000,1
Paddle,London,United Kingdom,Fintech,Notion Capital,1400000000,1
Bucketplace,Seoul,South Korea,E-commerce & direct-to-consumer,IMM Investment,1400000000,1
Clarify Health,San Francisco,United States,Health,KKR,1400000000,1
Firebolt,Tel Aviv,Israel,Data management & analytics,TLV Partners,1400000000,1
Deliverect,Ghent,Belgium,Fintech,Newion Partners,1400000000,1
Envoy,San Francisco,United States,Internet software & services,Andreessen Horowitz,1400000000,1
Aleo,San Francisco,United States,Cybersecurity,Slow Ventures,1450000000,1
5ire,London,United Kingdom,Internet software & services,Global Emerging Markets,1500000000,1
Dock,Sao Paulo,Brazil,Fintech,Viking Global Investors,1500000000,1
Mashgin,Palo Alto,United States,Artificial intelligence,New Enterprise Associates,1500000000,1
Upside,DC,United States,Mobile & telecommunications,Bessemer Venture Partners,1500000000,1
Boba,San Francisco,United States,Fintech,DeFi Technologies,1500000000,1
Fabric,Bellevue,United States,E-commerce & direct-to-consumer,Redpoint Ventures,1500000000,1
Temporal,Bellevue,United States,Internet software & services,Amplify Partners,1500000000,1
ElasticRun,Pune,India,"Supply chain, logistics, & delivery",Kalaari Capital,1500000000,1
Veriff,Tallinn,Estonia,Artificial intelligence,Accel,1500000000,1
Spendesk,Paris,France,Fintech,Index Ventures,1500000000,1
Il Makiage,New York,United States,E-commerce & direct-to-consumer,L Catterton,1500000000,1
StoreDot,Herzliya,Israel,Other,Samsung Ventures,1500000000,1
Orna Therapeutics,Cambridge,United States,Health,MPM Capital,1500000000,1
Jasper,Austin,United States,Internet software & services,Foundation Capital,1500000000,1
Kushki,Quito,Ecuador,Fintech,Clocktower Technology Ventures,1500000000,1
Gokin Solar,Zhuhai,China,Other,IDG Capital,1510000000,1
Fresh Life Style Supply Chain Management,Chengdu,China,"Supply chain, logistics, & delivery",Guiyang Venture Capital,1570000000,1
ICON 3D,Austin,United States,Hardware,Moderne Ventures,1570000000,1
Pave,San Francisco,United States,Internet software & services,Y Combinator,1600000000,1
Magic Eden,San Francisco,United States,Fintech,Sequoia Capital,1600000000,1
Vanta,San Francisco,United States,Cybersecurity,Craft Ventures,1600000000,1
Nord Security,Vilnius,Lithuania,Cybersecurity,General Catalyst,1600000000,1
Wayflyer,Dublin,Ireland,Fintech,QED Investors,1600000000,1
Cresta,San Francisco,United States,Artificial Intelligence,Andreessen Horowitz,1600000000,1
Monte Carlo,San Francisco,United States,Artificial intelligence,GGV Capital,1600000000,1
DealShare,Bengaluru,India,E-commerce & direct-to-consumer,Alpha Wave Global,1700000000,1
Transcarent,San Francisco,United States,Health,Alta Partners,1620000000,1
Incredible Health,San Francisco,United States,Health,Obvious Ventures,1650000000,1
Optimism,San Francisco,United States,Internet software & services,Paradigm,1650000000,1
Spotter,Los Angeles,United States,Fintech,SoftBank Group,1700000000,1
FinAccel,,Singapore,Fintech,Jungle Ventures,1660000000,1
Uniswap,New York,United States,Fintech,A16z Crypto,1660000000,1
Tessera Therapeutics,Cambridge,United States,Health,Altitude Life Science Ventures,1690000000,1
Redesign Health,New York,United States,Health,General Catalyst,1700000000,1
Multiverse,London,United Kingdom,Edtech,Lightspeed Venture Partners,1700000000,1
Pax8,Greenwood Village,United States,Internet software & services,Liberty Global Ventures,1700000000,1
