Company, Found Date, City, Nation, Industry, Founder, Investor, Total Founding, Company Type, Operating Status, Last Valuation
Twelve, 2015, Berkeley, United States, Chemical, Etosha Cave, Elemental Excelerator, 199434997, Y, Y, 
Allica Bank, 2017, London, United Kingdom, Banking, Jason Scott, TCV, 321000000, Y, Y, 
BVNK, 2021, London, United Kingdom, B2B, Donald Jackson, Tiger Global Management, 40000000, Y, Y, 
Omneky, 2018, San Francisco, United States, Advertising, Hikari Senju, Village Global, 10000000, Y, Y, 
Wellbeing Nutrition, 2019, Mumbai, India, Health Care, Avnish Chhabria, Fireside Ventures, 10707504, Y, Y, 
WorkJam, 2014, Montréal, Canada, Employee Benefits, Joshua Ostrega, Fonds de solidarité FTQ, 147000000, Y, Y, 
Lordstown Motors, 2019, Warren, United States, Automotive, Steve Burns, Fidelity Management and Research Company, 1085080000, Y, Y, 
VillageMD, 2013, Chicago, United States, Health Care, Clive Fields, Adams Street Partners, 491000000, Y, Y, 1500000000
Pocket FM, 2018, Bengaluru, India, Apps, Nishanth S., Tencent, 93516015, Y, Y, 
ZoomCar, 2013, Bangalore, India, Automotive, David Back, OurCrowd, 301718634, Y, Y, 
ISEE, 2017, Cambridge, United States, Artificial Intelligence, Chris Baker, Eniac Ventures, 57736986, Y, Y, 
Le Collectionist, 2013, Paris, France, Hospitality, Eliott Cohen-Skalli, Nathalie Le Roy, 75387262, Y, Y, 
HYPR, 2014, New York, United States, Cyber Security, Bojan Simic, Alumni Ventures, 92100000, Y, Y, 
Velocity, 2020, Bengaluru, India, Credit, Abhiroop Medhekar, FJ Labs, 30300000, Y, Y, 
Cajal Neuroscience, 2020, Seattle, United States, Biotechnology, Alex Vaughan, Evotec, 96000000, Y, Y, 
MarginEdge, 2015, Fairfax, United States, Analytics, Bo Davis, Silicon Valley Bank, 80400000, Y, Y, 
Ramani, 2020, Dar Es Salaam, Tanzania, SaaS, Calvin Usiri, Y Combinator, 32150000, Y, Y, 
Caribu, 2016, Miami, United States, EdTech, Alvaro Sabido, Toyota, 5050000, Y, Y, 4000000
Motive, 2013, San Francisco, United States, Artificial Intelligence, Obaid Khan, Insight Partners, 567300000, Y, Y, 1250000000
Somatus, 2016, Mclean, United States, Health Care, Anthony Welters, Fidelity Management and Research Company, 465120000, Y, Y, 2560000000
Fleek, 2018, New York, United States, Apps, Brett Shear, Protocol Labs, 25000000, Y, Y, 
BeatO, 2015, New Delhi, India, Diabetes, Abhishek Kumar, PharmEasy, 47414149, Y, Y, 
9fin, 2016, London, United Kingdom, Analytics, Huss EL-Sheikh, 500 Global, 37164459, Y, Y, 
IndieBio, 2014, San Francisco, United States, Biotechnology, Arvind Gupta, —, 25000000, Y, Y, 
CircleIt, 2018, Chicago, United States, Consumer Software, Art Shaikh, Art Shaikh, 7322000, Y, Y, 
BlockFi, 2017, Jersey City, United States, Bitcoin, Flori Marquez, FTX US, 1406181673, Y, Y, 
Arloid Automation, 2019, London, United Kingdom, Artificial Intelligence, Max Zubov, Ruvento, 12828000, Y, Y, 
Affinity, 2014, San Francisco, United States, Analytics, Drew Oetting, Menlo Ventures, 120000000, Y, Y, 
OpenWeb, 2015, New York, United States, Internet, Ishay Green, Insight Partners, 393000000, Y, Y, 200000000
Lightyear, 2016, Helmond, The Netherlands, Automotive, Arjo van der Ham, Koenigsegg Automotibe, 183821717, Y, Y, 
Hunt Club, 2014, Chicago, United States, Recruiting, Nick Cromydas, Groupon, 51800000, Y, Y, 
Metagenomi, 2018, Emeryville, United States, Artificial Intelligence, Brian Thomas, Bayer, 356973182, Y, Y, 
Baller Mixed Reality, 2021, Miami Beach, United States, 3D Technology, Jonathan Herman, Strong Interactive, 3150000, Y, Y, 
MyGate, 2016, Bengaluru, India, Apps, Abhishek Kumar, Tencent, 79512841, Y, Y, 
Acko, 2016, Mumbai, India, Auto Insurance, Ruchi Deepak, Accel, 458000000, Y, Y, 
Sonatus, 2018, Sunnyvale, United States, Apps, Jeffrey Chou, Foxconn, 110000000, Y, Y, 
Udaan, 2016, Bangalore, India, B2B, Amod Malviya, EvolutionX, 1629913446, Y, Y, 
Forte, 2019, San Francisco, United States, Blockchain, Brett Seyler, Animoca Brands, 910000000, Y, Y, 
Figment, 2018, Toronto, Canada, Blockchain, Andrew Cronk, StarkWare Industries, 165009947, Y, Y, 
CleverTap, 2013, Mountain View, United States, Analytics, Anand Jain, Accel, 181600000, Y, Y, 
Biobot Analytics, 2017, Cambridge, United States, Analytics, Mariana Matus, DCVC, 27998737, Y, Y, 
Polygon, 2017, Bengaluru, India, Blockchain, Anurag Arjun, Celsius Network, 451450000, Y, Y, 
Firework, 2017, San Mateo, United States, Internet, Jerry Luk, Lightspeed Venture Partners, 269250752, Y, Y, 
Akeyless Security, 2018, Ramat Gan, Israel, Cloud Security, Mike Christenson, Team8, 79000000, Y, Y, 
Attabotics, 2015, Calgary, Canada, Industrial Automation, Jacques LaPointe, Ontario Teachers' Pension Plan, 193969861, Y, Y, 
Sigma Computing, 2014, San Francisco, United States, Analytics, Jason Frantz, Sutter Hill Ventures, 381300000, Y, Y, 
Musk, 2015, Haidian, China, Baby, Hui Di, Angel Plus China, N¥500000, Y, Y, 
PhotoRoom, 2019, Paris, France, Artificial Intelligence, Eliot Andres, Meta, 19125000, Y, Y, 
Solugen, 2016, Houston, United States, Biopharma, Gaurab Chakrabarti, Temasek Holdings, 635171000, Y, Y, 2000000000
Ascend Elements, 2015, Westborough, United States, Advanced Materials, Diran Apelian, National Science Foundation, 921876705, Y, Y, 
WeWALK, 2019, London, United Kingdom, Apps, Gokhan Mericliler, Innovate UK, 9084827, Y, Y, 
Anyscale, 2019, San Francisco, United States, Artificial Intelligence, Ion Stoica, Andreessen Horowitz, 259000000, Y, Y, 
ZincFive, 2015, Tualatin, United States, Battery, Dan Sisson, Senator Investment Group, 132687213, Y, Y, 
Cashkaro, 2013, Gurgaon, India, Coupons, Rohan Bhargava, Kalaari Capital, 30272900, Y, Y, 
Masai School, 2019, Bengaluru, India, E-Learning, Nrupul Dev, Alteria Capital, 22161966, Y, Y, 
Podium, 2014, Lehi, United States, Collaboration, Dennis Steele, Accel, 419120000, Y, Y, 3000000000
Strand Therapeutics, 2017, Cambridge, United States, Biotechnology, Darrell Irvine, Creative Destruction Lab (CDL), 104200000, Y, Y, 
WeGift, 2016, London, United Kingdom, Gift Card, Aron Alexander, Ascension, 38350000, Y, Y, 
PlayVS, 2018, Los Angeles, United States, Computer, Delane Parnell, SoftBank, 106211719, Y, Y, 300000000
Unqork, 2017, New York, United States, Enterprise, Gary Hoberman, Broadridge, 365169951, Y, Y, 
Livspace, 2014, Bengaluru, India, E-Commerce, Anuj Srivastava, Goldman Sachs, 431577146, Y, Y, 
ZOE, 2017, Boston, United States, Health Care, George Hadjigeorgiou, L Catterton, 77000000, Y, Y, 
CoreWeave, 2017, Roseland, United States, Cloud Computing, Brannin McBee, Magnetar Capital, 155500000, Y, Y, 
ClearBank, 2015, Bristol, United Kingdom, Banking, Andrew Smith, NatWest Group, 627412880, Y, Y, 
Brightside, 2017, San Francisco, United States, Financial Services, Callum King, Andreessen Horowitz, 72225000, Y, Y, 220000000
Grayscale Bitcoin Trust, 2013, New York, United States, Bitcoin, Barry Silbert, BlockFi, 386550000, Y, Y, 
Cacheflow, 2021, San Francisco, United States, B2B, Brian Zotter, GV, 16000000, Y, Y, 
Pinduoduo, 2015, Shanghai, China, E-Commerce, Chen Lei, Tencent, 3800361337, Y, Y, 
Synapse, 2014, San Francisco, United States, Banking, Akl Fahed, 500 Global, 50700000, Y, Y, 155000000
Stilt, 2015, San Francisco, United States, Financial Services, Priyank Singh, Y Combinator, 338776049, Y, Y, 
TIFIN, 2018, Boulder, United States, Asset Management, Vinay Nair, Broadridge, 205675000, Y, Y, 
Shield, 2018, Ramat Gan, Israel, Artificial Intelligence, Ofir Shabtai, OurCrowd, 35000000, Y, Y, 
Arweave, 2017, London, United Kingdom, Blockchain, Sam Williams, Techstars, 22000000, Y, Y, 
Prophia, 2018, San Francisco, United States, Commercial Real Estate, Cameron Steele, Cercano Management, 15300000, Y, Y, 
Parallel Domain, 2017, San Francisco, United States, 3D Technology, Kevin McNamara, Costanoa Ventures, 43940000, Y, Y, 
Pactum, 2019, Mountain View, United States, Artificial Intelligence, Kaspar Korjus, DocuSign, 35150000, Y, Y, 
Xpressbees, 2015, Pune, India, Delivery Service, Goku Jangra, Alibaba Group, 602390664, Y, Y, 
Island, 2020, Dallas, United States, Cyber Security, Dan Amiga, Sequoia Capital, 285000000, Y, Y, 
RenewBuy, 2015, Gurgaon, India, Financial Services, Balachander Sekhar, InnoVen Capital, 92737222, Y, Y, 
StarkWare Industries, 2018, Netanya, Israel, Blockchain, Alessandro Chiesa, ConsenSys, 273000000, Y, Y, 
Treble, 2019, Reykjavík, Iceland, Information Technology, Finnur Pind, European Innovation Council, 10175844, Y, Y, 
Vaultree, 2020, Cork, Ireland, Cyber Security, Maxim Dressler, Molten Ventures, 16100000, Y, Y, 
Prisma Labs, 2016, San Francisco, United States, Art, Alexey Moiseenkov, Palta, 6000000, Y, Y, 
Juniper Square, 2014, San Francisco, United States, Enterprise Software, Adam Ginsburg, Ribbit Capital, 108000000, Y, Y, 300000000
leap.club, 2019, Gurgaon, India, Professional Networking, Anand Sinha, Titan Capital, 2259113, Y, Y, 
FTX Ventures, 2022, Nassau, Bahamas, Blockchain, —, —, , Y, Y, 
BLUETTI, 2019, Las Vegas, United States, Battery, James Ray, —, 19339173, Y, Y, 
Nference, 2013, Cambridge, United States, Artificial Intelligence, Murali Aravamudan, Matrix Partners, 152744005, Y, Y, 450000000
MoneyFellows, 2018, Cairo, Egypt, Credit, Adham Badr, 500 Global, 42116260, Y, Y, 
ArmorCode, 2020, Palo Alto, United States, Cyber Security, Anant Misra, Sierra Ventures, 25000000, Y, Y, 
Lentra, 2018, Pune, India, FinTech, Ankur Handa, Bessemer Venture Partners, 71041009, Y, Y, 
Revel, 2018, Brooklyn, United States, Apps, Frank Reig, BlackRock, 207600000, Y, Y, 
Netlify, 2014, San Francisco, United States, Cloud Computing, Christian Bach, Andreessen Horowitz, 212100000, Y, Y, 2000000000
Zipmex, 2018, Singapore, Singapore, Asset Management, Akalarp Yimwilai, Coinbase, 62900000, Y, Y, 
Upstream Health, 2018, Scunthorpe, United Kingdom, Fitness, Darren Crombie, Mubadala, 140055926, Y, Y, 
Freight Farms, 2013, Boston, United States, Agriculture, Brad McNamara, Techstars, 55905000, Y, Y, 150000000
Immersive Gamebox, 2018, London, United Kingdom, Augmented Reality, David Spindler, Project A Ventures, 45497152, Y, Y, 
Moove, 2020, Lagos, Nigeria, Automotive, Jide Odunsi, Speedinvest, 230010283, Y, Y, 
Arcellx, 2015, Gaithersburg, United States, Biopharma, David Hilbert, Cambrian Biopharma, 306999986, Y, Y, 
BlockTower Capital, 2017, New York, United States, Blockchain, Ari Paul, Andreessen Horowitz, 140000000, Y, Y, 
TVision, 2014, New York, United States, Advertising, Dan Schiffman, iSpot.tv, 56700000, Y, Y, 150000000
Brex, 2017, San Francisco, United States, Banking, Henrique Dubugras, Tiger Global Management, 1457120000, Y, Y, 12300000000
Fiveable, 2018, Milwaukee, United States, EdTech, Amanda DoAmaral, gener8tor, 15057342, Y, Y, 
Cohabs, 2016, Brussels, Belgium, Communities, François Samyn, SFPI-FPIM, 203077257, Y, Y, 
Notpla, 2014, London, United Kingdom, CleanTech, Pierre Paslier, Horizons Ventures, 16350000, Y, Y, 
TipTip, 2021, Jakarta, Indonesia, Content Creators, Albert Lucius, Emtek Group, 23000000, Y, Y, 
Skyroot Aerospace, 2018, Hyderabad, India, Aerospace, Naga Bharath Daka, Graph Ventures, 68063167, Y, Y, 
Huobi, 2013, Beijing, China, Bitcoin, Jun Du, ICONIUM, 2000000, Y, Y, 
Lumen, 2014, Tel Aviv, Israel, Apps, Avi Smila, Disruptive, 72268600, Y, Y, 
Qwick, 2017, Phoenix, United States, Apps, Blaine Light, Moving Capital, 59100000, Y, Y, 
Oben Electric, 2020, Bangalore, India, Automotive, Dinkar Agrawal, US India EV Angels, 5921518, Y, Y, 
Full Harvest, 2015, San Francisco, United States, Agriculture, Christine Moseley, Elemental Excelerator, 39500000, Y, Y, 120000000
Open, 2017, Bangalore, India, Financial Services, Ajeesh Achuthan, Google, 190808551, Y, Y, 
Agrolend, 2020, São Paulo, Brazil, AgTech, Alan Glezer, Agrolend, 98880232, Y, Y, 
Bolttech, 2020, Singapore, Singapore, Financial Services, Richard Li, EDBI, 217200000, Y, Y, 
Carbon, 2013, Redwood City, United States, 3D Printing, Joseph M. DeSimone, Temasek Holdings, 683350000, Y, Y, 2400000000
Roboto Games, 2013, San Mateo, United States, Casual Games, Curt Bererton, Andreessen Horowitz, 19429319, Y, Y, 
Gnosis, 2017, Gibraltar, Gibraltar, Blockchain, Martin Köppelmann, Digital Currency Group, 112500000, Y, Y, 
Liquid Death, 2017, —, —, Food and Beverage, Jon-Ryan Riggins, Live Nation Entertainment, 200600000, Y, Y, 
Miso Robotics, 2016, Pasadena, United States, Artificial Intelligence, Buck Jordan, SeedInvest, 96299425, Y, Y, 110000000
AImotive, 2015, Budapest, Hungary, Artificial Intelligence, Laszlo Kishonti, Draper Associates, 67641868, Y, Y, 
Vow, 2019, Sydney, Australia, Food and Beverage, George Peppou, Blackbird Ventures, 55950000, Y, Y, 
Freshpaint, 2019, San Francisco, United States, Analytics, Michael Malis, Y Combinator, 14650000, Y, Y, 
AtoB, 2019, San Francisco, United States, FinTech, Harshita Arora, General Catalyst, 257000000, Y, Y, 
Virgio, 2022, Bengaluru, India, E-Commerce, Amar Nagaram, Prosus Ventures, 1409200000, Y, Y, 
Abnormal Security, 2018, San Francisco, United States, Cyber Security, Evan Reiser, Insight Partners, 284000000, Y, Y, 
CareAcademy, 2013, Cambridge, United States, Education, Helen Adeosun, Techstars, 33045000, Y, Y, 228500000
PayZen, 2019, San Francisco, United States, Financial Services, Ariel Rosenthal, Viola Ventures, 240000000, Y, Y, 
SonderMind, 2014, Denver, United States, Health Care, Mark Frank, Partners Group, 183035000, Y, Y, 117000000
Sure, 2015, New York, United States, Financial Services, Jarod Kolman, Menlo Ventures, 123100000, Y, Y, 550000000
Genesis Digital Assets, 2013, Limassol, Cyprus, Bitcoin, Abdumalik Mirakhmedov, FTX, 431000000, Y, Y, 
Pollen, 2014, London, United Kingdom, Events, Callum Negus-Fancey, Molten Ventures, 250005229, Y, Y, 
FINN, 2019, Munich, Germany, Automotive, Andreas Wixler, Credit Suisse, 908256372, Y, Y, 
Kristal.AI, 2016, Singapore, Singapore, Banking, Asheesh Chanda, Chiratae Ventures, 25350000, Y, Y, 
HealthJoy, 2014, Chicago, United States, Artificial Intelligence, Doug Morse-Schindler, Relativity, 108500000, Y, Y, 350000000
bitsCrunch, 2021, Munich, Germany, Analytics, Gopi Kannappan, Animoca Brands, 6350000, Y, Y, 
Prime Trust, 2016, Las Vegas, United States, Banking, Scott Purcell, Kraken, 176000000, Y, Y, 
Panther, 2018, San Francisco, United States, Analytics, Jack Naglieri, Lightspeed Venture Partners, 140500000, Y, Y, 
Builder.ai, 2016, London, United Kingdom, Artificial Intelligence, Sachin Dev Duggal, Insight Partners, 195000000, Y, Y, 90000000
Hourwork, 2018, Boston, United States, Employment, Rahkeem Morris, MassVentures, 16299106, Y, Y, 
SwissBorg, 2017, Lausanne, Switzerland, Blockchain, Anthony Lesoismier, Dennis Liu, 52441500, Y, Y, 
Aisera, 2017, Palo Alto, United States, Artificial Intelligence, Christos Tryfonas, Zoom, 164499999, Y, Y, 
AltoVita, 2018, London, United Kingdom, Business Travel, Karolina Saviova, SyndicateRoom, 7920000, Y, Y, 
AppHarvest, 2017, Morehead, United States, Agriculture, Jonathan Webb, Fidelity Management and Research Company, 646300961, Y, Y, 
Orderlion, 2018, Vienna, Austria, B2B, Anna Marton, Rockstart, 5101846, Y, Y, 
Ofload, 2019, Sydney, Australia, B2B, Geoffroy Henry, Flexport, 79624653, Y, Y, 
Zepto, 2021, Parel, India, Apps, Aadit Palicha, Kaiser Permanente, 360000000, Y, Y, 
Turtlemint, 2015, Thane, India, Financial Services, Anand Prabhudesai, Nexus Venture Partners, 197000000, Y, Y, 
Omni, 2014, San Francisco, United States, Apps, Aaron Wiener, 8VC, 35250000, Y, N, 100000000
Camino Financial, 2014, Los Angeles, United States, Artificial Intelligence, Kenneth Salas, Community Investment Management, 170350000, Y, Y, 30000000
Autolus, 2014, London, United Kingdom, Biopharma, Martin Pule, GV, 781640415, Y, Y, 
Guru, 2013, Philadelphia, United States, Artificial Intelligence, Mitchell Stewart, Accel, 70700000, Y, Y, 200000000
Career Karma, 2018, San Francisco, United States, Career Planning, Artur Meyster, SoftBank, 51937500, Y, Y, 
Yubo, 2015, Paris, France, Apps, Arthur Patora, Village Global, 65700000, Y, Y, 
Finja, 2016, Lahore, Pakistan, Financial Services, Monis Rahman, BEENEXT, 34547937, Y, Y, 
Capitol, 2021, New York, United States, Analytics, Ezra Lee, 468 Capital, 10000000, Y, Y, 
Twelve Labs, 2021, San Francisco, United States, Information Technology, Aiden Lee, Jonathan Rosenbluth, 17120000, Y, Y, 
TAC Security, 2013, San Francisco, United States, Artificial Intelligence, Trishneet Arora, Vijay Kedia, 1500000, Y, Y, 
WinZO, 2018, New Delhi, India, Digital Entertainment, Chanchal Kurele, Makers Fund, 110500000, Y, Y, 
Care.ai, 2018, Orlando, United States, Artificial Intelligence, Chakri Toleti, Crescent Cove Advisors, 27000000, Y, Y, 
Calo, 2019, Manama, Bahrain, Food and Beverage, Ahmed AlRawi, 500 Global, 28622500, Y, Y, 
Sep 2019, E-Commerce, Subscription Service, Patrick Etz, Companion Fund, €2, or Profit, Y, —
CARS24, 2015, Gurgaon, India, Artificial Intelligence, Gajendra Jangid, Tencent, 1317730249, Y, Y, 
Prismforce, 2021, Mumbai, India, Artificial Intelligence, —, Sequoia Capital India, 15402766, Y, Y, 
KORE Power, 2018, Coeur D'alene, United States, Electric Vehicle, Lindsay Gorrill, Honeywell Venture Capital, 75000000, Y, Y, 
Juni, 2020, Göteborg, Sweden, Banking, Anders Orsedal, Cherry Ventures, 281873253, Y, Y, 
5ire, 2021, London, United Kingdom, Blockchain, Prateek Dwivedi, Kangaroo Capital, 121000000, Y, Y, 
Ramp, 2017, Warsaw, Poland, Blockchain, Przemek Kowalczyk, Seedcamp, 133942437, Y, Y, 
Apollo.io, 2015, San Francisco, United States, Lead Generation, Ray Li, Sequoia Capital, 151320000, Y, Y, 
Porter, 2014, Bangalore, India, Fleet Management, Pranav Goel, Tiger Global Management, 131949765, Y, Y, 
Clare, 2018, New York, United States, Consumer Goods, Nicole Gibbons, Bullish, 12255000, Y, Y, 
Astra, 2016, Menlo Park, United States, Financial Services, Gil Akos, Alumni Ventures, 56150694, Y, Y, 
Uniswap, 2018, New York, United States, Blockchain, Hayden Adams, Andreessen Horowitz, 176000000, Y, Y, 
Temedica, 2016, München, Germany, Clinical Trials, Clemens Kofler, Santo Venture Capital, 44962417, Y, Y, 
IppoPay, 2020, Chennai, India, Financial Services, Jai Kumar, Coinbase Ventures, 2350000, Y, Y, 
Xeal, 2019, New York, United States, Automotive, Alexander Isaacson, Bridge Bank, 61000000, Y, Y, 
Mavenir, 2017, Richardson, United States, Cloud Infrastructure, Pulin Patel, Cisco, 854600000, Y, Y, 
Garuda Aerospace, 2015, Chennai, India, Aerospace, —, Ocgrow Ventures, 5083055, Y, Y, 
Getir, 2015, Besiktas, Turkey, Delivery Service, Arkady Volozh, Silver Lake, 1793000000, Y, Y, 
Luos, 2018, Bordeaux, France, Developer Tools, Emanuel Allely, Bpifrance, 2191196, Y, Y, 
Flexport, 2013, San Francisco, United States, Freight Service, Anthony Chen, Shopify, 2439000000, Y, Y, 8000000000
Canopy, 2022, Detroit, United States, Artificial Intelligence, Kurt Avarell, New Enterprise Associates, 153033848, Y, Y, 455000000
Drata, 2020, San Diego, United States, Compliance, Adam Markowitz, SentinelOne, 328240856, Y, Y, 
ThreatLocker, 2017, Maitland, United States, Cyber Security, Danny Jenkins, General Atlantic, 188292375, Y, Y, 
OneSchema, 2021, San Francisco, United States, Big Data, Andrew Luo, Sequoia Capital, 6425000, Y, Y, 
Gorillas, 2020, Berlin, Germany, Delivery, Jörg Kattner, Tencent, 1335415310, Y, Y, 
BlueVoyant, 2017, New York, United States, Cyber Security, Jim Rosenthal, Temasek Holdings, 525500000, Y, Y, 1500000000
ReshaMandi, 2020, Bengaluru, India, AgTech, Mayank Tiwari, Northern Arc, 548069639, Y, Y, 
DoorDash, 2013, San Francisco, United States, Delivery, Andy Fang, Temasek Holdings, 2471820000, Y, Y, 16000000000
Ubie, 2017, Tokyo, Japan, Artificial Intelligence, Abe Yoshinori, Japan Impact Investment II Limited Partnership, 77741724, Y, Y, 
Wander, 2021, Austin, United States, Leisure, John Andrew Entwistle, Andreessen Horowitz, 132299995, Y, Y, 
Cuyana, 2013, San Francisco, United States, E-Commerce, Karla Gallardo, H.I.G. Capital, 31700000, Y, Y, 100000000
Talos, 2018, New York, United States, Cryptocurrency, Anton Katz, Voyager, 145000000, Y, Y, 
Satispay, 2013, Milan, Italy, Banking, Alberto Dalmasso, Tencent, 471465255, Y, Y, 
SiMa.ai, 2018, San Jose, United States, Artificial Intelligence, Krishna Rangasayee, Fidelity Management and Research Company, 177000000, Y, Y, 
Square Yards, 2014, Gurgaon, India, Market Research, Kanika Gupta, Singtel, 97819037, Y, Y, 
Finmark, 2020, Raleigh, United States, Finance, Greg Lissy, Y Combinator, 11625000, Y, Y, 
Fly Now Pay Later, 2016, London, United Kingdom, Consumer Lending, Enrico di San Marzano, Shawbrook Bank, 177699278, Y, Y, 
Route, 2018, Lehi, United States, Apps, Mike Moreno, Craft Ventures, 481931279, Y, Y, 
Yahaha, 2020, Helsinki, Finland, Online Games, Chris Zhu, Alibaba Group, 121000000, Y, Y, 
Mad Street Den, 2013, Redwood City, United States, Artificial Intelligence, Anand Chandrasekaran, Sequoia Capital, 46968225, Y, Y, 
AST SpaceMobile, 2017, Midland, United States, Information Technology, Abel Avellan, Vodafone, 358000000, Y, Y, 
Algorand, 2017, Boston, United States, Blockchain, Silvio Micali, Alumni Ventures, 132000000, Y, Y, 250000000
Kinside, 2018, Claremont, United States, Child Care, Abe Han, Alumni Ventures, 16620000, Y, Y, 
Fortanix, 2016, Mountain View, United States, Computer, Ambuj Kumar, In-Q-Tel, 135250000, Y, Y, 350000000
Buildkite, 2013, Fitzroy, Australia, Developer Platform, Keith Pitt, General Catalyst, $59200000, Y, Y, 
Jnana Therapeutics, 2017, Boston, United States, Biotechnology, Amir Nashat, RA Capital Management, 207000000, Y, Y, 700000000
Redox, 2014, Madison, United States, Data Integration, James Lloyd, MassChallenge, 95000000, Y, Y, 
Gate.io, 2013, George Town, Cayman Islands, Bitcoin, Lin Han, Gate Ventures, 74000000, Y, Y, 
Terzo, 2020, Los Angeles, United States, SaaS, Al Giocondi, Human Capital, 19505000, Y, Y, 
TIRPORT, 2016, Istanbul, Turkey, Freight Service, Akin Arslan, Re-Pie Asset Management, 5670000, Y, Y, 
Inworld AI, 2021, Mountain View, United States, Artificial Intelligence, Ilya Gelfenbeyn, Meta, 69700000, Y, Y, 
Branch, 2014, Palo Alto, United States, App Marketing, Alex Austin, Madrona, 609050000, Y, Y, 4000000000
Hello Alice, 2017, Houston, United States, Digital Marketing, Carolyn Rodz, Alumni Ventures, 22474997, Y, Y, 
Buckzy Payments, 2018, Toronto, Canada, Financial Services, Abdul Naushad, Mistral Venture Partners, 23533256, Y, Y, 
Snowball Wealth, 2019, San Francisco, United States, Financial Services, Pamela Martinez, Google for Startups, 3200000, Y, Y, 
Doctolib, 2013, Paris, France, Health Care, Franck Tetzlaff, Eurazeo, 815029943, Y, Y, 
Core Scientific, 2017, Austin, United States, Artificial Intelligence, Darin Feinstein, Celsius Network, 169000000, Y, Y, 
Northspyre, 2017, Brooklyn, United States, Assistive Technology, William Sankey, Craft Ventures, 32500000, Y, Y, 
SentinelOne, 2013, Mountain View, United States, Artificial Intelligence, Almog Cohen, Sequoia Capital, 696520000, Y, Y, 3100000000
Supertails, 2021, Bangalore, India, Consumer, Aman Tekriwal, Fireside Ventures, 13379182, Y, Y, 
doola, 2021, New York, United States, Business Development, Arjun Mahadevan, Nexus Venture Partners, 11000000, Y, Y, 
Perfect, 2014, Taipei, Taiwan, Beauty, Alice Chang, Snap, 219000000, Y, Y, 
Mad Street Den, 2013, Redwood City, United States, Artificial Intelligence, Anand Chandrasekaran, Sequoia Capital, 46968225, Y, Y, 
Mutiny, 2018, San Francisco, United States, Advertising, Jaleh Rezaei, Sequoia Capital, 71620000, Y, Y, 
Obrizum, 2015, Cambridge, United Kingdom, Artificial Intelligence, Chibeza Agley, PwC, 12400000, Y, Y, 
Morse Micro, 2016, Surry Hills, Australia, Internet of Things, Andrew Terry, Blackbird Ventures, 147822465, Y, Y, 
Circularise, 2016, The Hague, The Netherlands, Environmental Consulting, Jordi de Vos, Neste, 12500000, Y, Y, 
Athletic Brewing, 2017, Stratford, United States, Brewing, Bill Shufelt, Keurig Dr Pepper, 226822130, Y, Y, 
Pickle Robot, 2018, Cambridge, United States, Artificial Intelligence, Andrew Meyer, DCVC, 37450000, Y, Y, 
Mendel, 2020, Mexico City, Mexico, Financial Services, —, Alumni Ventures, 95000000, Y, Y, 
Glean, 2019, Palo Alto, United States, Big Data, Arvind Jain, Sequoia Capital, 155000000, Y, Y, 
The Sleep Company, 2019, Mumbai, India, Consumer Goods, Harshil Salot, Fireside Ventures, 1904000000, Y, Y, 
LayerZero Labs, 2021, Vancouver, Canada, Apps, Bryan Pellegrino, Gemini, 143300000, Y, Y, 
OpenSea, 2017, New York, United States, Bitcoin, Alex Atallah, Blockchain Capital, 427220000, Y, Y, 
CatalYm, 2016, Planegg, Germany, Biotechnology, Jörg Wischhusen, BioGeneration Ventures, 110886232, Y, Y, 
Lummo, 2019, Jakarta, Indonesia, —, —, Speedinvest, 149000000, Y, Y, 
Celebal Technologies, 2016, Jaipur, India, Consulting, Anirudh Kala, Norwest Venture Partners, 2614000000, Y, Y, 
Wesper, 2017, New York, United States, Fitness, Amir Reuveny, Valor Equity Partners, 13850000, Y, Y, 
Tul, 2020, Bogotá, Colombia, Building Material, Enrique Villamarin Lafaurie, Tiger Global Management, 212823812, Y, Y, 
SponsorUnited, 2018, Stamford, United States, Advertising Platforms, Bob Lynch, Spectrum Equity, 39150000, Y, Y, 
Cato Networks, 2015, Tel Aviv, Israel, Cloud Computing, Gur Shatz, Lightspeed Venture Partners, 532000000, Y, Y, 
VOI Technology, 2018, Stockholm, Sweden, Electric Vehicle, Adam Jafer, Project A Ventures, 515598625, Y, Y, 
Ghost Autonomy, 2017, Mountain View, United States, Artificial Intelligence, John Hayes, Founders Fund, 157049969, Y, Y, 
Decentraland, 2017, Beijing, China, 3D Technology, Ari Meilich, Digital Currency Group, 25500000, Y, Y, 
Taxfyle, 2015, Miami, United States, Accounting, Michael Mouriz, Ocean Azul Partners, 27325000, Y, Y, 80000000
Private AI, 2019, Toronto, Canada, Artificial Intelligence, Gerald Penn, Panda Angel Partners, 11480212, Y, Y, 
Juno Medical, 2020, New York, United States, Family, Akili Hinson, Gaingels, 28439734, Y, Y, 
Thirdverse, 2016, Tokyo, Japan, Augmented Reality, Hironao Kunimitsu, Animoca Brands, 35331132, Y, Y, 
Partake Foods, 2016, Jersey City, United States, E-Commerce, Denise Woodard, CircleUp, 21272407, Y, Y, 
Einride, 2016, Stockholm, Sweden, Autonomous Vehicles, Filip Lilja, Ericsson, 652343070, Y, Y, 
Tapline, 2021, Berlin, Germany, Financial Services, Dean Hastie, Antler, 33277262, Y, Y, 
